"","purity"
"TCGA-A2-A0YI-01A",0.565936892490874
"TCGA-AR-A1AN-01A",0.617838976226744
"TCGA-E9-A5UO-01A",0.871807713517449
"TCGA-AR-A2LM-01A",0.625150740527599
"TCGA-AR-A5QQ-01A",0.448993581028271
"TCGA-AR-A0TR-01A",0.825266313501286
"TCGA-BH-A1FC-01A",0.638152641786552
"TCGA-EW-A1P7-01A",0.391112341174617
"TCGA-AR-A1AP-01A",0.717620015368175
"TCGA-E9-A54X-01A",0.71179225574218
"TCGA-EW-A2FW-01A",0.818566490333174
"TCGA-HN-A2OB-01A",0.506356852962517
"TCGA-A2-A0T1-01A",0.468746577125886
"TCGA-AO-A1KP-01A",0.865526447127739
"TCGA-A2-A0YJ-01A",0.736035717514101
"TCGA-A7-A6VY-01A",0.613048734565698
"TCGA-EW-A6SC-01A",0.68110917718508
"TCGA-OL-A97C-01A",0.644011367432886
"TCGA-BH-A0RX-01A",0.400082521207604
"TCGA-D8-A1XB-01A",0.613275820191587
"TCGA-C8-A9FZ-01A",0.826428152222029
"TCGA-A2-A0ST-01A",0.372959726301054
"TCGA-LL-A6FR-01A",0.645472565149124
"TCGA-E9-A1NH-01A",0.643389477336306
"TCGA-B6-A0X5-01A",0.857726508704719
"TCGA-AC-A3W5-01A",0.618778507736405
"TCGA-BH-A0HB-01A",0.665568483652593
"TCGA-A2-A0T6-01A",0.587725510674743
"TCGA-AO-A1KO-01A",0.41542403885129
"TCGA-A2-A0T0-01A",0.598737102767804
"TCGA-E2-A573-01A",0.514110917230902
"TCGA-AN-A0XS-01A",0.672264966441979
"TCGA-EW-A3E8-01B",0.548227419374455
"TCGA-AC-A2FB-01A",0.438249151022565
"TCGA-EW-A2FS-01A",0.553014267266472
"TCGA-S3-A6ZG-01A",0.7455713117381
"TCGA-EW-A1P8-01A",0.583985027663108
"TCGA-AC-A8OP-01A",0.623119455866473
"TCGA-A7-A26I-01A",0.647461952736522
"TCGA-A2-A0T4-01A",0.541556243532249
"TCGA-AR-A24R-01A",0.674639451209663
"TCGA-E9-A3HO-01A",0.781419494225799
"TCGA-D8-A27K-01A",0.611411909117171
"TCGA-E9-A2JT-01A",0.311444770483108
"TCGA-GM-A2DK-01A",0.575362066882762
"TCGA-AR-A1AK-01A",0.596688709902725
"TCGA-E2-A1B5-01A",0.3934778681855
"TCGA-BH-A0BT-01A",0.810074811427835
"TCGA-E9-A54Y-01A",0.803564315915462
"TCGA-BH-A0HN-01A",0.845878761465248
"TCGA-E2-A9RU-01A",0.727882194098239
"TCGA-E2-A10C-01A",0.671116091422782
"TCGA-BH-A28O-01A",0.399544415987926
"TCGA-A7-A13E-01A",0.850220488765355
"TCGA-BH-A0W5-01A",0.494380877982645
"TCGA-GM-A2DD-01A",0.538051245283553
"TCGA-AN-A0XV-01A",0.635954376283865
"TCGA-E2-A1IL-01A",0.711355172434571
"TCGA-EW-A2FR-01A",0.506083419771922
"TCGA-3C-AAAU-01A",0.779675944412309
"TCGA-AR-A24W-01A",0.441604417521244
"TCGA-OL-A5RZ-01A",0.881168070913885
"TCGA-AR-A1AT-01A",0.57681344665997
"TCGA-AN-A0XL-01A",0.603296665409544
"TCGA-E9-A1RC-01A",0.830718249305566
"TCGA-D8-A27I-01A",0.447837368177463
"TCGA-PE-A5DC-01A",0.71241893704571
"TCGA-OL-A5D8-01A",0.768655479727965
"TCGA-A7-A26E-01A",0.681944018870062
"TCGA-D8-A1J9-01A",0.669805910403807
"TCGA-BH-A1EO-01A",0.660865009518996
"TCGA-A2-A0T5-01A",0.639759149433176
"TCGA-A7-A3IY-01A",0.511464885896031
"TCGA-A2-A0YF-01A",0.795030652495767
"TCGA-BH-A5J0-01A",0.683233926551636
"TCGA-E9-A245-01A",0.715737031384432
"TCGA-GM-A3NW-01A",0.692244888677834
"TCGA-A1-A0SB-01A",0.879859416690893
"TCGA-AC-A2QI-01A",0.633573250633192
"TCGA-PE-A5DE-01A",0.54971516329389
"TCGA-E9-A248-01A",0.465690072166658
"TCGA-AC-A2BK-01A",0.892219732581093
"TCGA-C8-A1HK-01A",0.784628404275561
"TCGA-E9-A1RF-01A",0.643173766952604
"TCGA-AR-A250-01A",0.692535771171612
"TCGA-A2-A0YT-01A",0.771265835410851
"TCGA-E9-A1R0-01A",0.560458346944856
"TCGA-AR-A1AW-01A",0.450004471039749
"TCGA-EW-A1IW-01A",0.570524151515823
"TCGA-A7-A3J1-01A",0.584657178377938
"TCGA-E9-A243-01A",0.450775561199169
"TCGA-AC-A4ZE-01A",0.785412615932196
"TCGA-D8-A1Y1-01A",0.651296683616824
"TCGA-E2-A108-01A",0.42879471628545
"TCGA-BH-A0E1-01A",0.767137318103475
"TCGA-AC-A3TN-01A",0.751109495464219
"TCGA-AO-A0JA-01A",0.682984103504144
"TCGA-E9-A229-01A",0.616123888733541
"TCGA-AO-A129-01A",0.526301478991
"TCGA-C8-A3M8-01A",0.666936666215846
"TCGA-LL-A5YO-01A",0.383168924302153
"TCGA-OL-A66L-01A",0.61469171170119
"TCGA-OL-A66K-01A",0.709277949557484
"TCGA-D8-A1JF-01A",0.626853830162114
"TCGA-GM-A2DM-01A",0.650795331909063
"TCGA-A7-A426-01A",0.555093527474077
"TCGA-AC-A2FO-01A",0.525484502797753
"TCGA-D8-A27L-01A",0.531207530078712
"TCGA-AC-A2FF-01A",0.423384617810706
"TCGA-GM-A2D9-01A",0.678719722884764
"TCGA-LL-A50Y-01A",0.726949290824238
"TCGA-LL-A6FP-01A",0.919747147346484
"TCGA-E9-A226-01A",0.583099242255153
"TCGA-C8-A1HJ-01A",0.74756718436848
"TCGA-D8-A27M-01A",0.515244665012148
"TCGA-A7-A56D-01A",0.645669908936704
"TCGA-AC-A3W6-01A",0.517245152816344
"TCGA-BH-A0BA-01A",0.692923849030252
"TCGA-EW-A1OX-01A",0.880274817942854
"TCGA-A2-A0CR-01A",0.433288719246353
"TCGA-E9-A5FL-01A",0.562901363043923
"TCGA-C8-A26X-01A",0.539647950410066
"TCGA-EW-A1J3-01A",0.736758984691705
"TCGA-A7-A4SF-01A",0.761557128933927
"TCGA-E2-A10B-01A",0.6867309784399
"TCGA-BH-A1FR-01A",0.684488605727237
"TCGA-B6-A0WW-01A",0.70641235240515
"TCGA-BH-A0W3-01A",0.807260897279964
"TCGA-BH-A0B5-01A",0.696492543776151
"TCGA-A2-A0YC-01A",0.703852576977321
"TCGA-E2-A574-01A",0.841814076384765
"TCGA-AN-A0XN-01A",0.627997924106095
"TCGA-AN-A0XW-01A",0.588934115843006
"TCGA-BH-A0HF-01A",0.615521610207759
"TCGA-AR-A2LO-01A",0.481324749830912
"TCGA-AC-A62Y-01A",0.638151086990198
"TCGA-A2-A25C-01A",0.640516207869375
"TCGA-BH-A0AZ-01A",0.628306523992877
"TCGA-E9-A227-01A",0.60414733359692
"TCGA-D8-A1XM-01A",0.590299437545187
"TCGA-D8-A1Y3-01A",0.699173142382061
"TCGA-C8-A275-01A",0.605394892923705
"TCGA-E2-A3DX-01A",0.469851340445112
"TCGA-C8-A1HM-01A",0.705019355746762
"TCGA-EW-A1PC-01B",0.877082693853749
"TCGA-AR-A0TP-01A",0.890782825172928
"TCGA-A7-A26F-01B",0.579993309423837
"TCGA-A2-A1FW-01A",0.875505376631611
"TCGA-A2-A0T2-01A",0.779259527893664
"TCGA-A7-A26H-01A",0.637591849907796
"TCGA-GM-A2DC-01A",0.698511762136239
"TCGA-A2-A3KC-01A",0.564268770809617
"TCGA-3C-AALI-01A",0.68401476568716
"TCGA-A2-A4RY-01A",0.420528180469951
"TCGA-E9-A1RI-01A",0.593571344174269
"TCGA-BH-A204-01A",0.85050235591278
"TCGA-D8-A27F-01A",0.717813590539514
"TCGA-LL-A7T0-01A",0.69826085548438
"TCGA-A2-A0T7-01A",0.56658403336715
"TCGA-D8-A1XT-01A",0.58362286794534
"TCGA-D8-A1Y2-01A",0.507150032878433
"TCGA-OL-A6VO-01A",0.67261261173382
"TCGA-A2-A3XY-01A",0.523494471401975
"TCGA-BH-A1ES-01A",0.76853035034653
"TCGA-A2-A0YK-01A",0.505896634340169
"TCGA-BH-A0B3-01A",0.588419204026126
"TCGA-JL-A3YX-01A",0.732893657562741
"TCGA-S3-AA17-01A",0.534737052803348
"TCGA-AQ-A04H-01B",0.778725825444003
"TCGA-AR-A0TZ-01A",0.812372218468336
"TCGA-E2-A15I-01A",0.650123510825181
"TCGA-BH-A0WA-01A",0.667963496733494
"TCGA-OL-A5RW-01A",0.759011434925203
"TCGA-AQ-A0Y5-01A",0.581868028988598
"TCGA-BH-A0H7-01A",0.768556709629061
"TCGA-AO-A0JC-01A",0.276078790272372
"TCGA-BH-A1EW-01A",0.623871529334931
"TCGA-AO-A03M-01B",0.543966949819884
"TCGA-B6-A0RP-01A",0.70073231697266
"TCGA-A2-A4RW-01A",0.519940127395559
"TCGA-E2-A1LE-01A",0.572879029302369
"TCGA-E2-A14N-01A",0.488082423494041
"TCGA-LL-A73Z-01A",0.458332061260015
"TCGA-EW-A1PG-01A",0.454641619667439
"TCGA-E2-A15J-01A",0.835724797779414
"TCGA-EW-A1P1-01A",0.365358647040088
"TCGA-AO-A128-01A",0.450709187894069
"TCGA-D8-A73W-01A",0.666125835620836
"TCGA-AQ-A54N-01A",0.86272034761411
"TCGA-A2-A1G6-01A",0.352566548983101
"TCGA-AC-A3OD-01B",0.576868131983947
"TCGA-D8-A1XS-01A",0.724933165419168
"TCGA-D8-A27G-01A",0.584596467672999
"TCGA-BH-A1EX-01A",0.665150958125565
"TCGA-A7-A4SC-01A",0.533787692863377
"TCGA-OK-A5Q2-01A",0.507520704393017
"TCGA-EW-A1OV-01A",0.534665214191031
"TCGA-B6-A0WT-01A",0.707333437727798
"TCGA-A2-A4S3-01A",0.583358551838222
"TCGA-BH-A0BZ-01A",0.648040454145364
"TCGA-D8-A1JD-01A",0.645173203726618
"TCGA-D8-A73U-01A",0.477330110966539
"TCGA-A1-A0SK-01A",0.920792002493549
"TCGA-BH-A0BJ-01A",0.5445928090098
"TCGA-D8-A1XY-01A",0.63874282370502
"TCGA-E9-A1R6-01A",0.719352328342596
"TCGA-BH-A1FL-01A",0.791076477126688
"TCGA-B6-A0RO-01A",0.688179064547984
"TCGA-D8-A3Z5-01A",0.587552904076646
"TCGA-D8-A1JN-01A",0.855400312404495
"TCGA-B6-A0IK-01A",0.564994611130896
"TCGA-C8-A1HE-01A",0.748161663117741
"TCGA-A1-A0SE-01A",0.597208857769121
"TCGA-PL-A8LX-01A",0.633206317531083
"TCGA-GI-A2C8-01A",0.595355601730958
"TCGA-B6-A0X7-01A",0.64582617702573
"TCGA-D8-A1XL-01A",0.701371647453032
"TCGA-OL-A66O-01A",0.82317957315762
"TCGA-AQ-A7U7-01A",0.469321321999072
"TCGA-AO-A1KS-01A",0.729001758697983
"TCGA-AR-A24L-01A",0.576721524678853
"TCGA-E2-A56Z-01A",0.829986156891777
"TCGA-D8-A1JJ-01A",0.60511668819187
"TCGA-OL-A66H-01A",0.634242617094134
"TCGA-AC-A3YJ-01A",0.698301330533218
"TCGA-E9-A22G-01A",0.825606406042663
"TCGA-GM-A5PX-01A",0.560489672677494
"TCGA-A2-A4RX-01A",0.546469167621386
"TCGA-D8-A1JC-01A",0.699985946435142
"TCGA-A2-A0SV-01A",0.65087485737254
"TCGA-AR-A24U-01A",0.456848966308141
"TCGA-AC-A7VC-01A",0.790367579073696
"TCGA-LL-A440-01A",0.393007539043487
"TCGA-A1-A0SQ-01A",0.805250079536566
"TCGA-E9-A1RG-01A",0.724706074017791
"TCGA-AC-A2BM-01A",0.709788403578599
"TCGA-C8-A27A-01A",0.834451829430848
"TCGA-E9-A1R4-01A",0.585193013621
"TCGA-D8-A1JB-01A",0.43007309311699
"TCGA-HN-A2NL-01A",0.823382256978924
"TCGA-B6-A40B-01A",0.649426049471757
"TCGA-S3-AA10-01A",0.572702664931869
"TCGA-EW-A2FV-01A",0.55984433700171
"TCGA-AN-A0XR-01A",0.840919118686371
"TCGA-E2-A1IK-01A",0.571516574044671
"TCGA-A2-A25D-01A",0.62249632410233
"TCGA-E9-A3X8-01A",0.543040705844534
"TCGA-AC-A2B8-01A",0.553943438148035
"TCGA-AO-A0JL-01A",0.83167882510636
"TCGA-D8-A27W-01A",0.613832564080549
"TCGA-E9-A1RE-01A",0.784875416050883
"TCGA-BH-A202-01A",0.596791601865135
"TCGA-B6-A0RV-01A",0.587213581126388
"TCGA-D8-A27P-01A",0.633839922960375
"TCGA-BH-A8FY-01A",0.818294954207897
"TCGA-AC-A7VB-01A",0.819802070445891
"TCGA-A2-A0SX-01A",0.592186252317777
"TCGA-BH-A8G0-01A",0.449799705249421
"TCGA-BH-A0HP-01A",0.590880301645899
"TCGA-BH-A1F2-01A",0.616560938460861
"TCGA-D8-A1X8-01A",0.627035420384032
"TCGA-AR-A24V-01A",0.640906046550802
"TCGA-D8-A1XA-01A",0.76796433510413
"TCGA-D8-A1JH-01A",0.499714080249437
"TCGA-AN-A0XU-01A",0.741744788464342
"TCGA-AO-A0JI-01A",0.78503855185577
"TCGA-E2-A1L7-01A",0.688133506922309
"TCGA-C8-A1HI-01A",0.600427565720402
"TCGA-A2-A0YD-01A",0.578617687653691
"TCGA-C8-A278-01A",0.518932484126208
"TCGA-C8-A1HO-01A",0.779207236374073
"TCGA-E9-A1NF-01A",0.5981054297002
"TCGA-LL-A5YP-01A",0.564701544725211
"TCGA-BH-A0DI-01A",0.516777658152022
"TCGA-BH-A1FJ-01A",0.870910927908129
"TCGA-UU-A93S-01A",0.690086113877408
"TCGA-A2-A0YE-01A",0.745062664059299
"TCGA-BH-A209-01A",0.53983062722971
"TCGA-OL-A5S0-01A",0.542696652225317
"TCGA-AR-A1AV-01A",0.824553218570892
"TCGA-D8-A27H-01A",0.713502270165106
"TCGA-BH-A1F6-01A",0.579774916234843
"TCGA-A7-A26J-01B",0.619425982959731
"TCGA-A2-A04R-01A",0.84973788591993
"TCGA-S3-AA0Z-01A",0.75135728237799
"TCGA-A2-A259-01A",0.495504995398734
"TCGA-A7-A6VW-01A",0.670547250592887
"TCGA-BH-A0HY-01A",0.792022177320586
"TCGA-3C-AALJ-01A",0.636299330335609
"TCGA-BH-AB28-01A",0.583646906031814
"TCGA-AO-A0JE-01A",0.606916731428846
"TCGA-D8-A1XF-01A",0.808021847005487
"TCGA-B6-A0X4-01A",0.807209664379386
"TCGA-E9-A2JS-01A",0.686223017996138
"TCGA-B6-A0WY-01A",0.522911931205618
"TCGA-A7-A0D9-01A",0.783835476829384
"TCGA-EW-A1OW-01A",0.730920827662078
"TCGA-D8-A1XD-01A",0.724986144471392
"TCGA-E9-A5FK-01A",0.479710575556162
"TCGA-C8-A8HQ-01A",0.625114990816142
"TCGA-B6-A0RL-01A",0.847228908179033
"TCGA-A2-A0CK-01A",0.667252657698493
"TCGA-A2-A1FV-01A",0.808958105093301
"TCGA-E9-A1N4-01A",0.653223707315926
"TCGA-D8-A1XZ-01A",0.735425400274732
"TCGA-OL-A66J-01A",0.622720860099246
"TCGA-EW-A424-01A",0.65716284036767
"TCGA-E9-A1R7-01A",0.665883186847067
"TCGA-AR-A24H-01A",0.798422611703575
"TCGA-C8-A1HL-01A",0.789846419089952
"TCGA-AR-A1AQ-01A",0.543517517361831
"TCGA-OL-A5D6-01A",0.603692703257206
"TCGA-AR-A24K-01A",0.844225291983123
"TCGA-A7-A4SE-01A",0.589688777425418
"TCGA-AC-A2FE-01A",0.498498400184576
"TCGA-C8-A26Z-01A",0.812464395412519
"TCGA-BH-A28Q-01A",0.715732486461596
"TCGA-GM-A5PV-01A",0.611050974946085
"TCGA-B6-A408-01A",0.704755751383989
"TCGA-BH-A0DV-01A",0.497268676973043
"TCGA-A2-A1G4-01A",0.749405160946212
"TCGA-AO-A1KQ-01A",0.690225317000449
"TCGA-AR-A256-01A",0.766852683934932
"TCGA-OL-A66I-01A",0.501043646992876
"TCGA-C8-A3M7-01A",0.508728951210408
"TCGA-E9-A295-01A",0.628891708561597
"TCGA-AR-A1AM-01A",0.551674205502786
"TCGA-E9-A1N6-01A",0.629298912808889
"TCGA-EW-A1OZ-01A",0.72530661544566
"TCGA-A1-A0SF-01A",0.607784506917377
"TCGA-A1-A0SJ-01A",0.691308734693146
"TCGA-A8-A0A6-01A",0.598640794268529
"TCGA-D8-A1JU-01A",0.501346459505192
"TCGA-BH-A8FZ-01A",0.500919464566241
"TCGA-LL-A441-01A",0.447856697660309
"TCGA-E2-A1B4-01A",0.748377018133413
"TCGA-BH-A0BM-01A",0.674252385716549
"TCGA-C8-A8HP-01A",0.461860814452337
"TCGA-A2-A3XV-01A",0.654859667421528
"TCGA-BH-A0AW-01A",0.643660467272893
"TCGA-EW-A1J2-01A",0.556421208870834
"TCGA-AR-A24M-01A",0.686910387527646
"TCGA-AN-A0XT-01A",0.767645905071732
"TCGA-A7-A13G-01A",0.82227455380915
"TCGA-C8-A274-01A",0.823763142764878
"TCGA-E2-A14U-01A",0.44161355947098
"TCGA-LL-A5YN-01A",0.498918463263761
"TCGA-LL-A740-01A",0.579252662963776
"TCGA-E2-A1LH-01A",0.536384762568742
"TCGA-A7-A26E-01B",0.656845564760938
"TCGA-A7-A6VX-01A",0.813471139724734
"TCGA-AC-A6IW-01A",0.540621754086557
"TCGA-BH-A0C3-01A",0.514646852289693
"TCGA-A2-A3XX-01A",0.604103511691751
"TCGA-E9-A1NA-01A",0.667436443125726
"TCGA-EW-A1OY-01A",0.805740653589424
"TCGA-BH-A0AU-01A",0.667897914322532
"TCGA-E2-A2P6-01A",0.786729743571741
"TCGA-LD-A7W5-01A",0.527540289317991
"TCGA-GM-A2DF-01A",0.519299269713772
"TCGA-A7-A13F-01A",0.767667289994066
"TCGA-AC-A6NO-01A",0.745524224774743
"TCGA-E9-A1NC-01A",0.513187929244254
"TCGA-AR-A0TW-01A",0.634676306161861
"TCGA-D8-A1JA-01A",0.755380623885084
"TCGA-S3-AA11-01A",0.731276148875341
"TCGA-E9-A1N5-01A",0.62374331543174
"TCGA-AC-A3YI-01A",0.414088003617453
"TCGA-E2-A109-01A",0.814517510643269
"TCGA-AC-A8OQ-01A",0.509781925692783
"TCGA-AO-A03U-01B",0.354259806952166
"TCGA-D8-A27R-01A",0.60243318647455
"TCGA-E2-A10F-01A",0.631138326048476
"TCGA-E9-A1N8-01A",0.864523864572934
"TCGA-E2-A2P5-01A",0.6690592907561
"TCGA-D8-A1XC-01A",0.817443401573227
"TCGA-A2-A3Y0-01A",0.575437647306308
"TCGA-D8-A1JT-01A",0.851036017855524
"TCGA-EW-A6SA-01A",0.873809661751412
"TCGA-A1-A0SM-01A",0.655715044167063
"TCGA-MS-A51U-01A",0.516366158615627
"TCGA-AC-A5EI-01A",0.723394318206779
"TCGA-BH-A1F8-01A",0.705357781122481
"TCGA-E9-A1RA-01A",0.563746687139723
"TCGA-AR-A24T-01A",0.563825027688264
"TCGA-C8-A27B-01A",0.66462963255822
"TCGA-S3-AA15-01A",0.369958387180504
"TCGA-AR-A2LJ-01A",0.505852544371427
"TCGA-E2-A1L6-01A",0.568116251842446
"TCGA-BH-A1EV-01A",0.787136125429943
"TCGA-E2-A576-01A",0.743162235660587
"TCGA-B6-A0RN-01A",0.779747043315259
"TCGA-EW-A1P3-01A",0.67869082759836
"TCGA-B6-A409-01A",0.564627716955308
"TCGA-BH-A203-01A",0.557125174620775
